Question,Answer
What is the maximal displacement of spectrally negative branching Lévy processes?,"The maximal displacement of spectrally negative branching Lévy processes is given by the maximum location ever reached by a particle in the process, and its asymptotics can be described in terms of the Laplace exponent of the underlying Lévy process and the offspring distribution of the branching process."
"What is the S-basis for the space of C^1 quadratic simplex splines on the Powell-Sabin 12-split, and what are its properties?","The S-basis is given by the set of simplex splines obtained by taking the symmetries of the set {1/4 SimS{300101}, 1/2 SimS{210101}, 3/4 SimS{110111}}, and it has properties such as local linear independence, symmetry, reduction to B-splines on the boundary, computability by a pyramidal scheme, Bézier-like smoothness conditions across adjacent macro triangles, and a barycentric Marsden identity that yields polynomial reproduction, explicit dual functionals, and a simple quasi-interpolant, which implies stability independently of the geometry and an h^2 bound on the distance between a spline and its control surface."
What is the difference between the over-complete Quantum State Tomography (QST) and the normal QST in terms of the number of measurement bases required for state estimation?,"Over-complete QST requires 6^n measurement bases, which are distributed symmetrically on the Bloch sphere, whereas normal QST requires only 4^n measurement bases, which cover only a quarter of the surface, resulting in a less precise estimation of the quantum state."
"What is the main result of the paper ""Additivity of simplicial volume for aspherical manifolds"" by Pietro Capovilla?","The main result of the paper is that the simplicial volume of aspherical manifolds is superadditive with respect to gluings along certain aspherical submanifolds of the boundary, and this result is used to generalize a result of Soma about gluings of 3-manifolds along incompressible annuli in the boundary."
"What is the 2-qubit encoding scheme used in the experiment to protect against accidental measurement, and how does it work?","The 2-qubit encoding scheme used is a parity encoding, where the logical state of a single qubit is encoded into two physical qubits using a non-deterministic photonic CNOT gate, such that |0⟩_L is represented by all even parity combinations of the 2 qubits and |1⟩_L by all the odd parity combinations, allowing the state to be recovered even if a Z-measurement is made on one of the physical qubits."
"What is the converse KAM condition for non-existence of invariant tori through a given point, transverse to the vector field ξ, in the context of the planar circular restricted three-body problem (PCR3BP)?","The converse KAM condition states that if there is a point s=s(t) where ω(ηs,ξs) changes sign and λ(ηs)<0 then there is no invariant torus through s0 transverse to ξ, where ηs is the trajectory of an upward tangent to the foliation ξ, ω is the symplectic form, and λ is a 1-form such that λ(V)=0 and λ(ξ)>0, except at zeroes of ξ."
What is the definition of the proximal residual in the context of the dual problem?,"The proximal residual is defined as $\nabla^+ d(\lambda)=\left[\lambda+W^{-1}\nabla d(\lambda)\right]_{\mathbb{D}}^W-\lambda ~~~\forall \lambda \in \mathbb{D}$, where $\nabla d$ is the gradient of the dual function, $W$ is a positive definite diagonal matrix, and $\mathbb{D}$ is the effective domain of the dual function."
"What is the maximum one-photon probability that can be achieved in the output field when a two-level system is coupled to two semi-infinite transmission lines, with the weakly coupled line used to excite the TLS and a photon leaking out into the strongly coupled line with high probability?","The maximum one-photon probability that can be achieved in the output field is close to unity, specifically 97% in the example given, by choosing small values of the coupling ratio 'a' and the pulse width 'T', with a trade-off between the desired photon duration and the determinism of the single-photon source."
"What is the Grassmann angle between two subspaces V and W of a vector space X, and how is it related to the inner product of blades representing these subspaces?","The Grassmann angle between V and W is defined as the angle whose cosine is the ratio of the norm of the projection of a blade representing V onto W to the norm of the blade, and it is related to the inner product of blades by the formula: |⟨ν,ω⟩| = ‖ν‖‖ω‖cos Θ_{V,W}, where ν and ω are blades representing V and W, respectively."
"What is the fidelity of the seven qubit logical zero state when encoded using Shor states with no verifications, one verification, and two verifications, and when using single qubit ancilla for syndrome measurement instead of Shor states?","The fidelity of the seven qubit logical zero state is 1-85p_x-37p_y-12p_z when encoded using Shor states with no verifications, 1-55p_x-19p_y-12p_z when encoded using Shor states with one verification, 1-55p_x-19p_y-12p_z when encoded using Shor states with two verifications, and 1-49p_x-19p_y-12p_z when using single qubit ancilla for syndrome measurement instead of Shor states."
"What is the main goal of the AXolotl software, and what type of problems can it handle?","The main goal of AXolotl is to provide a mobile-based software for self-study of formal systems, focusing on getting students comfortable with formal systems as early as possible during their undergraduate education, and it can handle problems that can be solved using rules which transform a single expression into a set of expressions, covering educational scenarios found in introductory logic courses and helping bridge the gap between propositional and first-order reasoning."
What is the main result of Theorem 3.2 in the article?,The main result of Theorem 3.2 is that there exists a positive scalar curvature metric in the conformal class of a compact Riemannian manifold with boundary if and only if the infimum of the energy functional Q(u) over all u in C^1(M) that are not identically zero on the boundary is greater than negative infinity.
